
executed_tx 100, accessedPercentage 50
executed_tx 58100, accessedPercentage 67
executed_tx 58200, accessedPercentage 67
executed_tx 58300, accessedPercentage 67
executed_tx 58400, accessedPercentage 67
executed_tx 58500, accessedPercentage 67
executed_tx 58600, accessedPercentage 67
executed_tx 58700, accessedPercentage 68
Predicted: 400739.593750|404856.531250|405323.093750|0.000000, measured: 557880.437500, max txs: 8, ab.prob: 0.108111
executed_tx 58800, accessedPercentage 68
executed_tx 58900, accessedPercentage 68
executed_tx 59000, accessedPercentage 68
executed_tx 59100, accessedPercentage 68
executed_tx 59200, accessedPercentage 68
executed_tx 59300, accessedPercentage 68
executed_tx 59400, accessedPercentage 68
executed_tx 59500, accessedPercentage 68
executed_tx 59600, accessedPercentage 68
executed_tx 59700, accessedPercentage 68
executed_tx 59800, accessedPercentage 68
Predicted: 410571.531250|414336.312500|414883.125000|0.000000, measured: 558153.812500, max txs: 8, ab.prob: 0.106708
executed_tx 59900, accessedPercentage 68
executed_tx 60000, accessedPercentage 68
executed_tx 60100, accessedPercentage 68
executed_tx 60200, accessedPercentage 68
executed_tx 60300, accessedPercentage 68
executed_tx 60400, accessedPercentage 68
executed_tx 60500, accessedPercentage 68
executed_tx 60600, accessedPercentage 68
executed_tx 60700, accessedPercentage 68
executed_tx 60800, accessedPercentage 68
executed_tx 60900, accessedPercentage 68
Predicted: 407400.250000|411044.968750|411583.000000|0.000000, measured: 626915.250000, max txs: 8, ab.prob: 0.095352
executed_tx 61000, accessedPercentage 68
executed_tx 61100, accessedPercentage 68
executed_tx 61200, accessedPercentage 68
executed_tx 61300, accessedPercentage 68
executed_tx 61400, accessedPercentage 68
executed_tx 61500, accessedPercentage 68
executed_tx 61600, accessedPercentage 68
executed_tx 61700, accessedPercentage 68
executed_tx 61800, accessedPercentage 68
executed_tx 61900, accessedPercentage 68
executed_tx 62000, accessedPercentage 68
Predicted: 408951.843750|411672.218750|412102.687500|0.000000, measured: 557759.875000, max txs: 8, ab.prob: 0.107060
executed_tx 62100, accessedPercentage 69
executed_tx 62200, accessedPercentage 69
executed_tx 62300, accessedPercentage 69
executed_tx 62400, accessedPercentage 69
executed_tx 62500, accessedPercentage 69
executed_tx 62600, accessedPercentage 69
executed_tx 62700, accessedPercentage 69
executed_tx 62800, accessedPercentage 69
executed_tx 62900, accessedPercentage 69
executed_tx 63000, accessedPercentage 69
executed_tx 63100, accessedPercentage 69
executed_tx 63200, accessedPercentage 69
Predicted: 402073.375000|405773.812500|406368.718750|0.000000, measured: 627127.562500, max txs: 8, ab.prob: 0.095252
executed_tx 63300, accessedPercentage 69
executed_tx 63400, accessedPercentage 69
executed_tx 63500, accessedPercentage 69
executed_tx 63600, accessedPercentage 69
executed_tx 63700, accessedPercentage 69
executed_tx 63800, accessedPercentage 69
executed_tx 63900, accessedPercentage 69
executed_tx 64000, accessedPercentage 69
executed_tx 64100, accessedPercentage 69
executed_tx 64200, accessedPercentage 69
executed_tx 64300, accessedPercentage 69
Predicted: 412984.468750|417998.062500|418457.406250|0.000000, measured: 557780.687500, max txs: 8, ab.prob: 0.102065
executed_tx 64400, accessedPercentage 69
executed_tx 64500, accessedPercentage 69
executed_tx 64600, accessedPercentage 69
executed_tx 64700, accessedPercentage 69
executed_tx 64800, accessedPercentage 69
executed_tx 64900, accessedPercentage 69
executed_tx 65000, accessedPercentage 69
executed_tx 65100, accessedPercentage 69
executed_tx 65200, accessedPercentage 69
executed_tx 65300, accessedPercentage 69
executed_tx 65400, accessedPercentage 69
Predicted: 406800.656250|409930.406250|410611.781250|0.000000, measured: 558705.000000, max txs: 8, ab.prob: 0.102368
executed_tx 65500, accessedPercentage 70
executed_tx 65600, accessedPercentage 70
executed_tx 65700, accessedPercentage 70
executed_tx 65800, accessedPercentage 70
executed_tx 65900, accessedPercentage 70
executed_tx 66000, accessedPercentage 70
executed_tx 66100, accessedPercentage 70
executed_tx 66200, accessedPercentage 70
executed_tx 66300, accessedPercentage 70
executed_tx 66400, accessedPercentage 70
executed_tx 66500, accessedPercentage 70
Predicted: 406573.843750|410491.593750|411063.187500|0.000000, measured: 558916.875000, max txs: 8, ab.prob: 0.100954
executed_tx 66600, accessedPercentage 70
executed_tx 66700, accessedPercentage 70
executed_tx 66800, accessedPercentage 70
executed_tx 66900, accessedPercentage 70
executed_tx 67000, accessedPercentage 70
executed_tx 67100, accessedPercentage 70
executed_tx 67200, accessedPercentage 70
executed_tx 67300, accessedPercentage 70
executed_tx 67400, accessedPercentage 70
executed_tx 67500, accessedPercentage 70
executed_tx 67600, accessedPercentage 70
executed_tx 67700, accessedPercentage 70
Predicted: 407009.218750|410756.968750|411150.750000|0.000000, measured: 558903.000000, max txs: 8, ab.prob: 0.102641
executed_tx 67800, accessedPercentage 70
executed_tx 67900, accessedPercentage 70
executed_tx 68000, accessedPercentage 70
executed_tx 68100, accessedPercentage 70
executed_tx 68200, accessedPercentage 70
executed_tx 68300, accessedPercentage 70
executed_tx 68400, accessedPercentage 70
executed_tx 68500, accessedPercentage 70
executed_tx 68600, accessedPercentage 70
executed_tx 68700, accessedPercentage 70
executed_tx 68800, accessedPercentage 70
Predicted: 406757.031250|410288.156250|410680.281250|0.000000, measured: 559161.062500, max txs: 8, ab.prob: 0.098724
executed_tx 68900, accessedPercentage 70
executed_tx 69000, accessedPercentage 71
executed_tx 69100, accessedPercentage 71
executed_tx 69200, accessedPercentage 71
executed_tx 69300, accessedPercentage 71
executed_tx 69400, accessedPercentage 71
executed_tx 69500, accessedPercentage 71
executed_tx 69600, accessedPercentage 71
executed_tx 69700, accessedPercentage 71
executed_tx 69800, accessedPercentage 71
executed_tx 69900, accessedPercentage 71
Predicted: 401304.218750|404462.531250|405108.781250|0.000000, measured: 559177.812500, max txs: 8, ab.prob: 0.100414
executed_tx 70000, accessedPercentage 71
executed_tx 70100, accessedPercentage 71
executed_tx 70200, accessedPercentage 71
executed_tx 70300, accessedPercentage 71
executed_tx 70400, accessedPercentage 71
executed_tx 70500, accessedPercentage 71
executed_tx 70600, accessedPercentage 71
executed_tx 70700, accessedPercentage 71
executed_tx 70800, accessedPercentage 71
executed_tx 70900, accessedPercentage 71
executed_tx 71000, accessedPercentage 71
Predicted: 407591.062500|411587.437500|412033.250000|0.000000, measured: 560888.437500, max txs: 8, ab.prob: 0.096323
executed_tx 71100, accessedPercentage 71
executed_tx 71200, accessedPercentage 71
executed_tx 71300, accessedPercentage 71
executed_tx 71400, accessedPercentage 71
executed_tx 71500, accessedPercentage 71
executed_tx 71600, accessedPercentage 71
executed_tx 71700, accessedPercentage 71
executed_tx 71800, accessedPercentage 71
executed_tx 71900, accessedPercentage 71
executed_tx 72000, accessedPercentage 71
executed_tx 72100, accessedPercentage 71
executed_tx 72200, accessedPercentage 71
Predicted: 413082.718750|416222.062500|416543.812500|0.000000, measured: 559456.687500, max txs: 8, ab.prob: 0.099035
executed_tx 72300, accessedPercentage 71
executed_tx 72400, accessedPercentage 71
executed_tx 72500, accessedPercentage 71
executed_tx 72600, accessedPercentage 72
executed_tx 72700, accessedPercentage 72
executed_tx 72800, accessedPercentage 72
executed_tx 72900, accessedPercentage 72
executed_tx 73000, accessedPercentage 72
executed_tx 73100, accessedPercentage 72
executed_tx 73200, accessedPercentage 72
executed_tx 73300, accessedPercentage 72
Predicted: 405881.593750|410403.593750|410716.812500|0.000000, measured: 626348.937500, max txs: 8, ab.prob: 0.093726
executed_tx 73400, accessedPercentage 72
executed_tx 73500, accessedPercentage 72
executed_tx 73600, accessedPercentage 72
executed_tx 73700, accessedPercentage 72
executed_tx 73800, accessedPercentage 72
executed_tx 73900, accessedPercentage 72
executed_tx 74000, accessedPercentage 72
executed_tx 74100, accessedPercentage 72
executed_tx 74200, accessedPercentage 72
executed_tx 74300, accessedPercentage 72
executed_tx 74400, accessedPercentage 72
Predicted: 412777.218750|417706.812500|418071.375000|0.000000, measured: 559527.125000, max txs: 8, ab.prob: 0.097806
executed_tx 74500, accessedPercentage 72
executed_tx 74600, accessedPercentage 72
executed_tx 74700, accessedPercentage 72
executed_tx 74800, accessedPercentage 72
executed_tx 74900, accessedPercentage 72
executed_tx 75000, accessedPercentage 72
executed_tx 75100, accessedPercentage 72
executed_tx 75200, accessedPercentage 72
executed_tx 75300, accessedPercentage 72
executed_tx 75400, accessedPercentage 72
executed_tx 75500, accessedPercentage 72
Predicted: 405804.781250|410872.281250|411152.062500|0.000000, measured: 626649.875000, max txs: 8, ab.prob: 0.097323
executed_tx 75600, accessedPercentage 72
executed_tx 75700, accessedPercentage 72
executed_tx 75800, accessedPercentage 72
executed_tx 75900, accessedPercentage 72
executed_tx 76000, accessedPercentage 72
executed_tx 76100, accessedPercentage 73
executed_tx 76200, accessedPercentage 73
executed_tx 76300, accessedPercentage 73
executed_tx 76400, accessedPercentage 73
executed_tx 76500, accessedPercentage 73
executed_tx 76600, accessedPercentage 73
executed_tx 76700, accessedPercentage 73
Predicted: 418175.750000|421884.343750|422241.687500|0.000000, measured: 561818.187500, max txs: 8, ab.prob: 0.100247
executed_tx 76800, accessedPercentage 73
executed_tx 76900, accessedPercentage 73
executed_tx 77000, accessedPercentage 73
executed_tx 77100, accessedPercentage 73
executed_tx 77200, accessedPercentage 73
executed_tx 77300, accessedPercentage 73
executed_tx 77400, accessedPercentage 73
executed_tx 77500, accessedPercentage 73
executed_tx 77600, accessedPercentage 73
executed_tx 77700, accessedPercentage 73
executed_tx 77800, accessedPercentage 73
Predicted: 408798.281250|412548.687500|412842.312500|0.000000, measured: 636446.437500, max txs: 8, ab.prob: 0.085641
executed_tx 77900, accessedPercentage 73
executed_tx 78000, accessedPercentage 73
executed_tx 78100, accessedPercentage 73
executed_tx 78200, accessedPercentage 73
executed_tx 78300, accessedPercentage 73
executed_tx 78400, accessedPercentage 73
executed_tx 78500, accessedPercentage 73
executed_tx 78600, accessedPercentage 73
executed_tx 78700, accessedPercentage 73
executed_tx 78800, accessedPercentage 73
executed_tx 78900, accessedPercentage 73
Predicted: 412879.968750|415512.281250|416007.906250|0.000000, measured: 561913.375000, max txs: 8, ab.prob: 0.096513
executed_tx 79000, accessedPercentage 73
executed_tx 79100, accessedPercentage 73
executed_tx 79200, accessedPercentage 73
executed_tx 79300, accessedPercentage 73
executed_tx 79400, accessedPercentage 73
executed_tx 79500, accessedPercentage 73
executed_tx 79600, accessedPercentage 73
executed_tx 79700, accessedPercentage 74
executed_tx 79800, accessedPercentage 74
executed_tx 79900, accessedPercentage 74
executed_tx 80000, accessedPercentage 74
Predicted: 408375.531250|411640.562500|412171.656250|0.000000, measured: 634229.562500, max txs: 8, ab.prob: 0.087947
executed_tx 80100, accessedPercentage 74
executed_tx 80200, accessedPercentage 74
executed_tx 80300, accessedPercentage 74
executed_tx 80400, accessedPercentage 74
executed_tx 80500, accessedPercentage 74
executed_tx 80600, accessedPercentage 74
executed_tx 80700, accessedPercentage 74
executed_tx 80800, accessedPercentage 74
executed_tx 80900, accessedPercentage 74
executed_tx 81000, accessedPercentage 74
executed_tx 81100, accessedPercentage 74
executed_tx 81200, accessedPercentage 74
Predicted: 415151.781250|419229.156250|419674.906250|0.000000, measured: 645112.812500, max txs: 8, ab.prob: 0.088738
executed_tx 81300, accessedPercentage 74
executed_tx 81400, accessedPercentage 74
executed_tx 81500, accessedPercentage 74
executed_tx 81600, accessedPercentage 74
executed_tx 81700, accessedPercentage 74
executed_tx 81800, accessedPercentage 74
executed_tx 81900, accessedPercentage 74
executed_tx 82000, accessedPercentage 74
executed_tx 82100, accessedPercentage 74
executed_tx 82200, accessedPercentage 74
executed_tx 82300, accessedPercentage 74
Predicted: 408646.750000|413107.531250|413420.687500|0.000000, measured: 561018.437500, max txs: 8, ab.prob: 0.101454
executed_tx 82400, accessedPercentage 74
executed_tx 82500, accessedPercentage 74
executed_tx 82600, accessedPercentage 74
executed_tx 82700, accessedPercentage 74
executed_tx 82800, accessedPercentage 74
executed_tx 82900, accessedPercentage 74
executed_tx 83000, accessedPercentage 74
executed_tx 83100, accessedPercentage 74
executed_tx 83200, accessedPercentage 74
executed_tx 83300, accessedPercentage 74
executed_tx 83400, accessedPercentage 75
Predicted: 386420.125000|391001.406250|391256.750000|0.000000, measured: 612769.812500, max txs: 8, ab.prob: 0.086454
executed_tx 83500, accessedPercentage 75
executed_tx 83600, accessedPercentage 75
executed_tx 83700, accessedPercentage 75
executed_tx 83800, accessedPercentage 75
executed_tx 83900, accessedPercentage 75
executed_tx 84000, accessedPercentage 75
executed_tx 84100, accessedPercentage 75
executed_tx 84200, accessedPercentage 75
executed_tx 84300, accessedPercentage 75
executed_tx 84400, accessedPercentage 75
executed_tx 84500, accessedPercentage 75
Predicted: 408402.843750|412174.593750|412534.843750|0.000000, measured: 694782.062500, max txs: 8, ab.prob: 0.079036
executed_tx 84600, accessedPercentage 75
executed_tx 84700, accessedPercentage 75
executed_tx 84800, accessedPercentage 75
executed_tx 84900, accessedPercentage 75
executed_tx 85000, accessedPercentage 75
executed_tx 85100, accessedPercentage 75
executed_tx 85200, accessedPercentage 75
executed_tx 85300, accessedPercentage 75
executed_tx 85400, accessedPercentage 75
executed_tx 85500, accessedPercentage 75
executed_tx 85600, accessedPercentage 75
Predicted: 411603.500000|414847.406250|415387.937500|0.000000, measured: 562185.687500, max txs: 8, ab.prob: 0.093900
executed_tx 85700, accessedPercentage 75
executed_tx 85800, accessedPercentage 75
executed_tx 85900, accessedPercentage 75
executed_tx 86000, accessedPercentage 75
executed_tx 86100, accessedPercentage 75
executed_tx 86200, accessedPercentage 75
executed_tx 86300, accessedPercentage 75
executed_tx 86400, accessedPercentage 75
executed_tx 86500, accessedPercentage 75
executed_tx 86600, accessedPercentage 75
executed_tx 86700, accessedPercentage 75
Predicted: 414247.531250|417415.062500|417808.843750|0.000000, measured: 560128.937500, max txs: 8, ab.prob: 0.094630
executed_tx 86800, accessedPercentage 75
executed_tx 86900, accessedPercentage 75
executed_tx 87000, accessedPercentage 75
executed_tx 87100, accessedPercentage 76
executed_tx 87200, accessedPercentage 76
executed_tx 87300, accessedPercentage 76
executed_tx 87400, accessedPercentage 76
executed_tx 87500, accessedPercentage 76
executed_tx 87600, accessedPercentage 76
executed_tx 87700, accessedPercentage 76
executed_tx 87800, accessedPercentage 76
executed_tx 87900, accessedPercentage 76
